"amplifier","a-m-p-fr","ampfr","","70062",""
"amputate","a-m-p-u-t","amput","","70063",""
"analyst ","a-n-l-e-s","anles","","70064",""
"and have","nt-v","ntv","","70065",""
"and that","nt-th-a","ntha","","70066",""
"and the","nt-th","nth","","70067",""
"Anglo-Saxon","a-ng-s-a-s","angsas","","70068",""
"annalist","a-n-l-e-s","anles","","70069",""
"announce ","a-n-s","ans","","70070",""
"anonymity","a-n-o-n-/-mt","anonmt","","70071",""
"antedate","a-/-td","atd","","70072",""
"antenna","a-/-n-a","ana","","70073",""
"antilogy","a-/-l-o-j","aloj","","70074",""
"antler","a-nt-l-r","antlr","","70075",""
"any more","n-e-m","nem","","70076",""
"aorta","a-o-t-a","aota","","70077",""
"apiary","a-p-ea-r-e","apeare","","70078",""
"apocope","a-p-k-o-p-e","apkope","","70079",""
"apocrypha","a-p-k-r-f-a","apkrfa","","70080",""
"appehend","a-p-r-e-nt","aprent","","70081",""
"appendicitis","a-jnt-s-i","ajntsi","","70082",""
"apperceive","a-p-r-s-e","aprse","","70083",""
"application blank","a-pl-<-b","aplb","","70084",""
"appointee","o-e-e","ye","","70085",""
"appointive","o-e-v","yv","","70086",""
"appositive","a-p-o-s","apos","","70087",""
"appropriation bill","a-p-r-a-bl","aprabl","","70088",""
"arbitrage","a-r-b-t-r-j","arbtrj","","70089",""
"archduchy","a2-ch-d-ch-e","acdce","","70090",""
"are not","r-n","rn","","70091",""
"are you","r-u","ru","","70092",""
"Arizona ","a-s","as","","70093",""
"Arkansas ","a-r","ar","","70094",""
"arteriosclerosis","a2-t-e-r-s2-k-l-e-r-ss","atersklerss","","70095",""
"arthritis","a-r-th-r-i","arhri","","70096",""
"artichoke","a2-t-ch-k","atck","","70097",""
"as a matter of course","a-s2-m-a-t-o-k","asmatok","","70098",""
"as a matter of fact","a-s2-m-a-tf","asmatf","","70099",""
"as a result","a-s-r","asr","","70100",""
"as a rule","a-s-r-l","asrl","","70101",""
"as follows","a-s2-f-o","asfo","","70102",""
"as good as","s2-g-s","sgs","","70103",""
"as great as","s2-g-r-s","sgrs","","70104",""
"as low as","s-l-o-s2","slos","","70105",""
"as many as","s2-mn-e-s","smnes","","70106",""
"as much as","s2-m-ch-s","smcs","","70107",""
"as near as possible","s2-n-e-s-p","snesp","","70108",""
"as quickly as possible","s2-k-e-k-e-p","skekep","","70109",""
"as soon as possible","s2-n-s-p","snsp","","70110",""
"as the","a-s2-th","ash","","70111",""
"as to","a-s2-t-u","astu","","70112",""
"as well as","s-l-s2","sls","","70113",""
"as yet","a-s2-e-t","aset","","70114",""
"as you","a-s2-u","asu","","70115",""
"asininity","a-s2-e-n-/-nt","asennt","","70116",""
"asperse","a-s-p-r-s","asprs","","70117",""
"aspirate","a-s-p-r-a","aspra","","70118",""
"asseverate","a-s2-e-v-e-r-a","asevera","","70119",""
"assignee","a-s2-e-n-e","asene","","70120",""
"assignor","a-s2-e-n-r","asenr","","70121",""
"assistant auditor","a-/-o","ao","","70122",""
"assistant general manager","a-j-<-m","ajm","","70123",""
"assistant general passenger agent","a-j-p-a","ajpa","","70124",""
"assistant general purchasing agent","a-j-p-r-ch-/-a","ajprca","","70125",""
"assistant passenger traffic manager","a-p-t-<-m","aptm","","70126",""
"assistant purchasing agent","a-/-p-r-ch-/-a","aprca","","70127",""
"assistant ticket agent","a-t-e-k-a","ateka","","70128",""
"assonance","a-s2-n-a-n-s","asnans","","70129",""
"Asuncion","a-s2-n-sh","asnz","","70130",""
"at a loss","t-l-o-s","tlos","","70131",""
"at all events","t-o-e-v","tyv","","70132",""
"at all times","t-o-tm-s","totms","","70133",""
"at an early date","t-e2-td","tetd","","70134",""
"at any","tn-e","tne","","70135",""
"at any date","tn-e-td","tnetd","","70136",""
"at any future time","tn-e-f-t-tm","tnefttm","","70137",""
"at any rate","tn-r-a","tnra","","70138",""
"at any time","tn-e-tm","tnetm","","70139",""
"at his","t-s","ts","","70140",""
"at once","tn-s","tns","","70141",""
"at that","t-th-a","tha","","70142",""
"at the","t-th","th","","70143",""
"at the moment","t-mn","tmn","","70144",""
"at the present moment","t-p-mn","tpmn","","70145",""
"at the present time","t-p-tm","tptm","","70146",""
"at the same time","t-s2-a-tm","tsatm","","70147",""
"at your earliest convenience","t-e-s2-k-v","teskv","","70148",""
"atavism","a-df-s22-m","adfsm","","70149",""
"attenuate","a-tn-e-u-t","atnut","","70150",""
"attorney-at-law","a-tn-e-l-o","atnelo","","70151",""
"auk","o-k","ok","","70152",""
"auscultation","o-s2-k-u-l-t-n","oskultn","","70153",""
"austr-","o-s2-/","os","","70154",""
"authenticate","o-th-e-nt","ohent","","70155",""
"autochthonous","o-t-o-k-th-o-n-u-s","otokhonus","","70156",""
"Avenue ","a","a","","70157",""
"average ","a-v-r","avr","","70158",""
"awes","o-s","os","","70159",""
"babbit","b-a-b-t","babt","","70160",""
"back and forth","b-a-k-f-th","bakfh","","70161",""
"bacterium","b-a-k-t-e-r-m","bakterm","","70162",""
"bagasse","b-a-g-a-s","bagas","","70163",""
"baggage agent","b-g-a","bga","","70164",""
"baggage check","b-g-ch-e-k","bgcek","","70165",""
"baggage department","b-g-/-d","bgd","","70166",""
"baggage master","b-g-m-a-s","bgmas","","70167",""
"bailiwick","b-a-l-w-e-k","balwek","","70168",""
"bailment","b-a-l-m","balm","","70169",""
"balance of account","b-a-l-a-k-t","balakt","","70170",""
"balbriggan","b-a-l-br-e-g-n","balbregn","","70171",""
"baldachin","b-a-ld-a-k-e-n","baldaken","","70172",""
"baldric","b-o-ld-r-k","boldrk","","70173",""
"ballistics","b-a-l-/-s2-t-s","balsts","","70174",""
"baluster","b-a-l-u-s2-t-e2","baluste","","70175",""
"bandoleer","b-a-nt-l-e-r","bantler","","70176",""
"bankruptcy ","b-s-e","bse","","70177",""
"barbican","b-a-r-b-k-a-n","barbkan","","70178",""
"bargain ","b-g-n","bgn","","70179",""
"barratry","b-a-r-a-t-r-e","baratre","","70180",""
"basketball","b-a-s2-k-e-t-b-o-l","basketbol","","70181",""
"be sure","b-sh","bz","","70182",""
"bear in mind","b-a2-m-i","bami","","70183",""
"because of the fact that","k-s2-f-th-a","ksfha","","70184",""
"before and after","b-f-a-f-t","bfaft","","70185",""
"beige","b-a-sh","baz","","70186",""
"being able","b-a-\-h","bag","","70187",""
"believable","b-e-b","beb","","70188",""
"belligerence","b-e-l-e-j","belej","","70189",""
"belove","bl-v","blv","","70190",""
"better than","b-t-e-n","bten","","70191",""
"biannual","b-a-n-l","banl","","70192",""
"bicarbonate","b-k-r-b-n-a-t","bkrbnat","","70193",""
"bichloride","b-k-l-o-r-i","bklori","","70194",""
"biggest","b-g-e-s","bges","","70195",""
"bilingual","bl-e-ng-l","blengl","","70196",""
"-bility","/-b","b","","70197",""
"bill of exchange","bl-e-s-ch","blesc","","70198",""
"bill of sale","bl-s-a","blsa","","70199",""
"billboard","bl-b-o-d","blbod","","70200",""
"billed","bl-/-t","blt","","70201",""
"billhead","bl-^-h-\-e-d","blhed","","70202",""
"binocular","b-n-o-k","bnok","","70203",""
"bisect","b-s2-e-k","bsek","","70204",""
"board ","b-o-r","bor","","70205",""
"board of directors","b-<-d-r-s","bdrs","","70206",""
"booklets","b-k-l-es","bkles","","70207",""
"boracic","b-o-r-a-s2-k","borask","","70208",""
"borne in mind","b-o-m-i","bomi","","70209",""
"bothersome","b-o-th-s2-m","bohsm","","70210",""
"British Columbia","b-s-e","bse","","70211",""
"brother-in-law","br-u-th-l-o","bruhlo","","70212",""
"brought up","br-o-t-p","brotp","","70213",""
"Bucharest","b-k-r-e-s","bkres","","70214",""
"Bueno Aires","b-i-r-e-s","bires","","70215",""
"bunion","b-n-u-n","bnun","","70216",""
"bureaucrat","b-u-/-a-t","buat","","70217",""
"burglarious","b-e-r-g-l-a-r","berglar","","70218",""
"by express","b-e-s-p-r","bespr","","70219",""
"by means of which","b-mn-s-ch","bmnsc","","70220",""
"by reaon of the","br-s2-th","brsh","","70221",""
"by reason of my","br-s2-m-a","brsma","","70222",""
"by reason of that","br-s2-th-a","brsha","","70223",""
"by reason of their","br-s2-th2","brsh","","70224",""
"by the","b-th","bh","","70225",""
"by the way","b-u-a","bua","","70226",""
"by-law","bl-o","blo","","70227",""
"byway","b-u-a","bua","","70228",""
"C.O.D.","k-<-o-d","kod","","70229",""
"caduceus","k-a-d-u-ss","kaduss","","70230",""
"calculable","k-a-l-b","kalb","","70231",""
"Calgary","k-a-l-g","kalg","","70232",""
"calisthenics","k-a-l-e-s2-th-e-n","kaleshen","","70233",""
"call ","k-o-l","kol","","70234",""
"call your attention to the fact","k-u-tn-sh-f","kutnzf","","70235",""
"callosity","k-a-l-/-s","kals","","70236",""
"calorie","k-a-l-r-e","kalre","","70237",""
"Campeche","k-a-m-p-e-ch","kampec","","70238",""
"can be","k-b","kb","","70239",""
"can be done","k-b-tn","kbtn","","70240",""
"can have","k-v","kv","","70241",""
"candelabrum","k-d-l-a-b","kdlab","","70242",""
"cannery","k-a-n-e2-e2","kanee","","70243",""
"cantaloupe","k-t-l-u-p","ktlup","","70244",""
"cantilever","k-t-e-l-e-v","ktelev","","70245",""
"capillarity","k-a-p-/-l","kapl","","70246",""
"carbohydrate","k-r-b-i-d-r-a","krbidra","","70247",""
"carborundum","k-r-br-nt","krbrnt","","70248",""
"carburetor","k-r-br-e2-t-e2","krbrete","","70249",""
"carcinoma","k-r-s2-e-n-o-m-a","krsenoma","","70250",""
"carload","k-r-l-o-d","krlod","","70251",""
"carom","k-a-r-m","karm","","70252",""
"carry on","k-ia-n","kian","","70253",""
"carry out","k-a-e-t","kaet","","70254",""
"cartouche","k-a2-t-sh","katz","","70255",""
"caryatid","k-a-r-ea-td","kareatd","","70256",""
"castigate","k-a-s2-t-e-g","kasteg","","70257",""
"catalepsy","k-a-t-l-e-p-s-e","katlepse","","70258",""
"catalysis","k-a-t-l-ss","katlss","","70259",""
"catamount","k-a-t-mn-t","katmnt","","70260",""
"catenary","k-a-tn-r-e","katnre","","70261",""
"caveat emptor","k-<-mt","kmt","","70262",""
"cedilla","s2-e-d-e-l-a","sedela","","70263",""
"celebrate","s-e-l-e-b","seleb","","70264",""
"cenotaph","s2-e-n-o-t-a-f","senotaf","","70265",""
"centi-","s2-e-n","sen","","70266",""
"Central America","s2-n-/-a-m","snam","","70267",""
"central division","s2-n-/-df","sndf","","70268",""
"cerebellum","s-e-r-bl-m","serblm","","70269",""
"cerement","s-e-r-e-mn-t","seremnt","","70270",""
"certiorari","s2-e-s2-o-r-a-r-i","sesorari","","70271",""
"chamber of commerce","ch-<-k","ck","","70272",""
"chassis","sh-a-s-e","zase","","70273",""
"cheerless ","ch-e-r-l","cerl","","70274",""
"chief clerk","ch-k-l-r","cklr","","70275",""
"chief counsel","ch-k-s-e-l","cksel","","70276",""
"chief draftsman","ch-d-r-f-s22-m-a-n","cdrfsman","","70277",""
"chief engineer","ch-n-j-e","cnje","","70278",""
"chlorate","k-l-o-r-a","klora","","70279",""
"chromium","k-r-o-m-e-m","kromem","","70280",""
"chrysanthemum","k-r-e-s2-n-th-e-mn","kresnhemn","","70281",""
"cicatrix","s2-e-k-t-r-e-x","sektrex","","70282",""
"cincture","s2-e-nk-t-r","senktr","","70283",""
"cinematograph","s2-e-n-e-m-a-t-/-o","senemato","","70284",""
"cinquefoil","s2-e-nk-f-o-e-l","senkfyl","","70285",""
"circulatory","s2-/-l-a-/-r-e","slare","","70286",""
"citizenry","s2-e-t-s-r-e","setsre","","70287",""
"citric","s2-e-t-r-k","setrk","","70288",""
"-city","/-s","s","","70289",""
"civil engineer","s2-n-j-e2","snje","","70290",""
"Civil Service","s-s","ss","","70291",""
"claim agent","k-/-a","ka","","70292",""
"claims ","k-l-a-s","klas","","70293",""
"-cle","/-k","k","","70294",""
"clearage","k-l-e-/-j","klej","","70295",""
"Clearfield","k-l-e-r-f","klerf","","70296",""
"climactic","k-l-i-m-a-k","klimak","","70297",""
"clinic","k-l-e-n-e-k","klenek","","70298",""
"coagulate","k-a-g-/-u","kagu","","70299",""
"Coahuila","k-o-e-l-a","kyla","","70300",""
"cobble","k-o-b","kob","","70301",""
"coded","k-o-td","kotd","","70302",""
"codefendant","k-o-df-t","kodft","","70303",""
"codify","k-o-df","kodf","","70304",""
"coeducation","k-o-e-d-u","kydu","","70305",""
"coexecutor","k-o-e-s2-k-/-r","kyskr","","70306",""
"cogitate","k-o-j-t-a","kojta","","70307",""
"coinsurance","k-o-n-sh","konz","","70308",""
"collaborate","k-o-l-a-br-a","kolabra","","70309",""
"collate","k-o-l-a","kola","","70310",""
"collide","k-o-l-i","koli","","70311",""
"collodion","k-o-l-o-tn","kolotn","","70312",""
"colloid","k-o-l-o-e","koly","","70313",""
"colophon","k-o-l-f-n","kolfn","","70314",""
"colossal","k-o-l-o-s","kolos","","70315",""
"colporteur","k-o-l-p-o-t-e2","kolpote","","70316",""
"come up","k-m-p","kmp","","70317",""
"comes up","k-m-s-/-p","kmsp","","70318",""
"commandeer","k-m-a-n-/-e-r","kmaner","","70319",""
"commiserate","k-m-s-e-r-a","kmsera","","70320",""
"commit ","k-e","ke","","70321",""
"common stock","k-s2-t-o-k","kstok","","70322",""
"communicant","k-m-u-/-nt","kmunt","","70323",""
"community ","k-t-e","kte","","70324",""
"compensatory","k-s2-a-r-e","ksare","","70325",""
"complin","k-pl-e-n","kplen","","70326",""
"composes","k-p-o-s","kpos","","70327",""
"concatenate","k-k-a-tn-a-t","kkatnat","","70328",""
"concurs","k-k-r-s","kkrs","","70329",""
"condititon","k-d-sh","kdz","","70330",""
"condonation","k-d-o-n-sh","kdonz","","70331",""
"conferee","k-f-e-r-e","kfere","","70332",""
"conjugate","k-j-u-g","kjug","","70333",""
"connect","k-e-k","kek","","70334",""
"conscientious","k-sh-n-sh-u-s","kznzus","","70335",""
"consignee","k-s2-e-n-e","ksene","","70336",""
"consignor","k-s2-e-n-r","ksenr","","70337",""
"constrict","k-s2-/-k","ksk","","70338",""
"contestant","k-t-e-s-/-nt","ktesnt","","70339",""
"contestation","k-t-e-s-sh","ktesz","","70340",""
"contort","k-t-o-t","ktot","","70341",""
"contraption","k-/-p-sh","kpz","","70342",""
"contused","k-t-e-u-/-t","ktut","","70343",""
"convection","k-v-e-k-sh","kvekz","","70344",""
"convergent","k-v-e-jnt","kvejnt","","70345",""
"conveyer","k-v-a-r","kvar","","70346",""
"convoke","k-v-k","kvk","","70347",""
"convolution","k-v-o-l-sh","kvolz","","70348",""
"copartnership","k-o-p-t-n-e-/-sh","koptnez","","70349",""
"cordially yours","k-u","ku","","70350",""
"corpuscle","k-r-p-u-s-l","krpusl","","70351",""
"correlate","k-o-r-e-l-a","korela","","70352",""
"corrode","k-r-o-d","krod","","70353",""
"corrugate","k-o-r-u-g","korug","","70354",""
"cortex","k-o-t-e-x","kotex","","70355",""
"corundum","k-o-r-nt","kornt","","70356",""
"coruscate","k-o-r-u-s2-k","korusk","","70357",""
"coryza","k-o-r-i-s-a","korisa","","70358",""
"cosiness","k-o-s2-e-n-e-s","kosenes","","70359",""
"Costa Rica","k-o-s-<-r","kosr","","70360",""
"cotemporaneous","k-o-tm-p-r-a-n-u-s","kotmpranus","","70361",""
"could be done","k-d-b-tn","kdbtn","","70362",""
"counterclaim","k-/-k-l-a-m","kklam","","70363",""
"counterirritant","k-/-e2-t-nt","ketnt","","70364",""
"courtliness","k-o-t-e-n-e-s","kotenes","","70365",""
"credential","k-r-e-tn-sh","kretnz","","70366",""
"credit card","k-r-e-td-/-k","kretdk","","70367",""
"credit department","k-r-e-/-d","kred","","70368",""
"creosote","k-r-e-s2-o-t","kresot","","70369",""
"cretin","k-r-e-tn","kretn","","70370",""
"cretins","k-r-e-tn-s","kretns","","70371",""
"cretonne","k-r-e-tn","kretn","","70372",""
"crosier","k-r-o-sh-e2","kroze","","70373",""
"cubic yard","k-a2-d","kad","","70374",""
"curricula","k-u-r-e-k-a","kureka","","70375",""
"cursive","k-r-s2-v","krsv","","70376",""
"cymbal","s2-e-m-bl","sembl","","70377",""
"cyst","ss2-t","sst","","70378",""
"cystoid","ss2-t-o-e","ssty","","70379",""
"czarism","s-a-r-s2-m","sarsm","","70380",""
"dampener","d-a-m-p-n-e2","dampne","","70381",""
"daughter-in-law","d-o-t-e-l-o","dotelo","","70382",""
"davit","d-a-v-t","davt","","70383",""
"day or two","d-a-t-u","datu","","70384",""
"day or two ago","d-a-t-u-g","datug","","70385",""
"days ago","d-a-s2-g","dasg","","70386",""
"day's sight","d-a-s-i","dasi","","70387",""
"de facto","df-a-k-t-o","dfakto","","70388",""
"de jure","d-<-j","dj","","70389",""
"deadeye","td-i","tdi","","70390",""
"deadfall","td-f-o","tdfo","","70391",""
"deadliness","td-e-n-e-s","tdenes","","70392",""
"deal ","d-e-l","del","","70393",""
"dear madam","d-m","dm","","70394",""
"dear Miss","tm-e-s","tmes","","70395",""
"dear Mr.","tm-r","tmr","","70396",""
"dear Ms. ","tm-s","tms","","70397",""
"dear sir","d-s","ds","","70398",""
"debacle","d-b-/-k","dbk","","70399",""
"debate ","d-b-a","dba","","70400",""
"debenture","d-b-e-nt-r","dbentr","","70401",""
"debilitate","d-b-e-l-e-t-a","dbeleta","","70402",""
"decadance","d-e-k-a-tn-s","dekatns","","70403",""
"decalcomania","d-e-k-a-l-k","dekalk","","70404",""
"decedent","d-s2-e-tn","dsetn","","70405",""
"deci-","d-e-s","des","","70406",""
"defalcate","df-a-l-k","dfalk","","70407",""
"defect ","df-k","dfk","","70408",""
"defeseless","df-e-n-s-l","dfensl","","70409",""
"deflate","dfl-a","dfla","","70410",""
"dehydrate","d-i-d-r-a","didra","","70411",""
"deify","d-e-f","def","","70412",""
"deism","d-e-s2-m","desm","","70413",""
"deist","d-e-s2-t","dest","","70414",""
"deject","d-j-k","djk","","70415",""
"deka-","d-e-k","dek","","70416",""
"deletion","d-l-e-sh","dlez","","70417",""
"delicatessen","d-e-l-e-k-e-s2-n","delekesn","","70418",""
"demobilize","tm-o-bl-i-s","tmoblis","","70419",""
"democrat ","tm-r","tmr","","70420",""
"demonitize","d-e-mn-e-t-i-s","demnetis","","70421",""
"demurrage","tm-u-r-j","tmurj","","70422",""
"denature","tn-a-t-r","tnatr","","70423",""
"denim","tn-e-m","tnem","","70424",""
"dentistry","tn-t-e-s-r-e","tntesre","","70425",""
"Denver ","df","df","","70426",""
"deodorize","d-o-d-e-r-i-s","doderis","","70427",""
"Department of Agriculture","d-ya","dya","","70428",""
"deport","d-p-o-t","dpot","","70429",""
"deposes","d-p-o-s","dpos","","70430",""
"depressant","d-p-r-e-s2-nt","dpresnt","","70431",""
"derogative","d-r-o-g-v","drogv","","70432",""
"Des Moines","tm-o-e","tmy","","70433",""
"detain","td-tn","tdtn","","70434",""
"devoid","df-o-e","dfy","","70435",""
"diabetes","d-i-b-t-e-s","dibtes","","70436",""
"diacritical","d-i-k-r-/-y-a","dikrya","","70437",""
"diaeresis","d-i-r-ss","dirss","","70438",""
"dictatorially","d-e-k-t-a-/-r-ye","dektarye","","70439",""
"did not","td-e-n","tden","","70440",""
"did you","td-u","tdu","","70441",""
"dilapidate","d-e-l-a-p","delap","","70442",""
"dilution ","d-l-sh","dlz","","70443",""
"dint ","tn-t","tnt","","70444",""
"dipsomania","d-e-p-s2-o-mn-ea","depsomnea","","70445",""
"director ","d-r","dr","","70446",""
"directorate","d-r-k-/-r-a","drkra","","70447",""
"disallow","d-s-a-l","dsal","","70448",""
"discolor","d-s2-k-u-l","dskul","","70449",""
"disengagement","d-s2-n-g-a-m","dsngam","","70450",""
"disfeature","d-s2-f-e-t-r","dsfetr","","70451",""
"disfranchise","d-s2-fr-a-n-ch","dsfranc","","70452",""
"dishabille","d-s-a-b-e-l","dsabel","","70453",""
"dishevel","d-sh-e-v","dzev","","70454",""
"disincline","d-s-e-/-n","dsen","","70455",""
"disinfectant","d-s2-n-f-e-k-nt","dsnfeknt","","70456",""
"disjunctive","d-s-j-nk","dsjnk","","70457",""
"dismantle","d-s2-mn-t-l","dsmntl","","70458",""
"dispair","d-s-p-a-r","dspar","","70459",""
"disputatious","d-s-p-u-sh-u-s","dspuzus","","70460",""
"disrupt","d-s-r-p","dsrp","","70461",""
"dissidence","d-s2-e-tn-s","dsetns","","70462",""
"dissoluble","d-s2-o-l-b","dsolb","","70463",""
"distend","d-s2-tn-d","dstnd","","70464",""
"distension","d-s2-tn-sh","dstnz","","70465",""
"distrain","d-s-/-n","dsn","","70466",""
"District of Columbia","d-s2-k-o-l","dskol","","70467",""
"divagate","d-i-v-g","divg","","70468",""
"divert","df-e2-t","dfet","","70469",""
"divisble","df-e-s-b","dfesb","","70470",""
"d-l-e-sh","d-e-l-sh","delz","","70471",""
"do you know","tn-o","tno","","70472",""
"do you know whether or not","tn-o-e-n","tnyn","","70473",""
"do you want","d-u-u-nt","duunt","","70474",""
"doctorate","d-r-/-a-t","drat","","70475",""
"does not","d-u-s2-n","dusn","","70476",""
"dollar and a half","d-o-/-f","dof","","70477",""
"dollar and a quarter","d-o-/-k","dok","","70478",""
"dollars and cents","d-o-/-s","dos","","70479",""
"domesticate","tm-/-s2-t-a","tmsta","","70480",""
"dormouse","d-o-m-a-u-s","domws","","70481",""
"doughy","d-o-e","dy","","70482",""
"drawee","d-r-o-e","dry","","70483",""
"dubiety","d-u-b-I","dubI","","70484",""
"dutiable","td-e-b","tdeb","","70485",""
"eardrum","e2-d-r-m","edrm","","70486",""
"eariness","e-s2-e-n-e-s","esenes","","70487",""
"early reply","e-r-e-p","erep","","70488",""
"earmark","e2-m-a-r-k","emark","","70489",""
"eastbound","e-s-b","esb","","70490",""
"eastbound track","e-s-b-t","esbt","","70491",""
"easterly direction","e-s-r-e-d","esred","","70492",""
"easterly side","e-s-r-e-s","esres","","70493",""
"eastern division","e-s2-df","esdf","","70494",""
"eczema","e-s2-e-m-a","esema","","70495",""
"-ed","/-t","t","","70496",""
"eek","e-k","ek","","70497",""
"effervesce","e-f-e-v-e-s","efeves","","70498",""
"efflorescent","e-fl-r-e-s2-nt","eflresnt","","70499",""
"-egraph","^-e","e","","70500",""
"-egraphy","^-ye","ye","","70501",""
"either side","e-th2-s","ehs","","70502",""
"El Paso","e-l-p-a-s","elpas","","70503",""
"elasicity","e-l-a-s-/-s","elass","","70504",""
"election ","e-l-sh","elz","","70505",""
"electr-","e-l-/","el","","70506",""
"electrical engineer","e2-l-/-n-j-e2","elnje","","70507",""
"electrification","e-l-/-f","elf","","70508",""
"electrify","e-l-/-f","elf","","70509",""
"electrolier","e-l-/-l-e-r","eller","","70510",""
"electromagnet","e-l-m-/-t","elmt","","70511",""
"electron","e-l-/-n","eln","","70512",""
"eleemosynary","e-l-e-m-o-s","elemos","","70513",""
"ellipsoid","e-l-e-p-s2-o-e","elepsy","","70514",""
"elusion","e-l-sh","elz","","70515",""
"emboss","m-b-o-s","mbos","","70516",""
"emeritus","e-m-e2-t-u-s","emetus","","70517",""
"emollient","e-m-o-l-e-nt","emolent","","70518",""
"empiric","m-p-e-r-k","mperk","","70519",""
"employ ","m-p","mp","","70520",""
"emulsify","e-m-u-l-s2-f","emulsf","","70521",""
"encomiastic","n-k-o-m-/-s2-t","nkomst","","70522",""
"encyclical","n-s2-i-k-l-/-k","nsiklk","","70523",""
"enfranchise","n-fr-a-n-ch","nfranc","","70524",""
"engineer of construction","n-j-e2-/-k-s-/-k-sh","njekskz","","70525",""
"enrollment","n-r-o-l-m","nrolm","","70526",""
"ensconce","n-s2-k-n-s","nskns","","70527",""
"ensilage","n-s-e-l-j","nselj","","70528",""
"enter-","n-/","n","","70529",""
"entomology","n-tm-/-o2","ntmo","","70530",""
"entr-","n-/","n","","70531",""
"enunciate","e-n-u-n-s-ea","enunsea","","70532",""
"epaulette","e-p-o-l-e-t","epolet","","70533",""
"epical","e-p-/-k","epk","","70534",""
"epidermic","e-p-d-e-m-e-k","epdemek","","70535",""
"epithelium","e-p-th-e2-l-m","ephelm","","70536",""
"epitomize","e-p-tm-i-s","eptmis","","70537",""
"epochal","e-p-/-k","epk","","70538",""
"equability","e-k-/-b","ekb","","70539",""
"equiangular","e-k-w-ea-ng-u","ekweangu","","70540",""
"equivocate","e-k-w-e-v-k","ekwevk","","70541",""
"erasable","e-r-a-s-b","erasb","","70542",""
"erectile","e-r-e-k-t-l","erektl","","70543",""
"erectility","e-r-e-k-/-l","erekl","","70544",""
"erratum","e-r-a-tm","eratm","","70545",""
"erupt","e-r-p","erp","","70546",""
"escheat","e-s-ch-e-t","escet","","70547",""
"-est","/-st","st","","70548",""
"establish ","e-s2-t","est","","70549",""
"estoppel","e-s2-t-pl","estpl","","70550",""
"et al.","e-t-a-l","etal","","70551",""
"etc.","e-t-s","ets","","70552",""
"etch","e-ch","ec","","70553",""
"ethyl","e-th2","eh","","70554",""
"evaluate","e-v-l-e-u-t","evlut","","70555",""
"even though","e-v-n-o","evno","","70556",""
"every ","e-v","ev","","70557",""
"evict","e-v-e-k","evek","","70558",""
"evocation","e-v-k-a-sh","evkaz","","70559",""
"evolvutionist","e-v-o-l-sh-e-s","evolzes","","70560",""
"ex officio","e-s2-o-f-e-s2-o","xofeso","","70561",""
"ex post facto","e-s-p-/-f","xpf","","70562",""
"exacerbation","e-s2s-r-b-a-sh","xsrbaz","","70563",""
"excision","e-s-e-sh","xez","","70564",""
"exclude","e-s-/-d","xd","","70565",""
"excruciate","e-s2-k-r-sh-ea-t","xkrzeat","","70566",""
"executant","e-s2-k-nt","xknt","","70567",""
"exequatur","e-s2-e-k-w-a-t-e2","xekwate","","70568",""
"exhilarate","e-s-e-l-r-a","xelra","","70569",""
"exiguous","e-s2-e-g","xeg","","70570",""
"exoteric","e2s2-o-t-r-k","esotrk","","70571",""
"expatriate","e-s-p-t-r-ea-t","xptreat","","70572",""
"expo","e-s-p-o","xpo","","70573",""
"exponential","e-s-p-o-n-sh","xponz","","70574",""
"expositor","e-s-p-o-s-/-r","xposr","","70575",""
"expropriate","e-s-p-r-p-r-ea-t","xprpreat","","70576",""
"expulsive","e-s-pl-s2-v","xplsv","","70577",""
"expunge","e-s-p-n-j","xpnj","","70578",""
"expurgate","e-s-p-r-g","xprg","","70579",""
"extant ","e-s2-tn-t","xtnt","","70580",""
"extradite","e-s-/-d-i","xdi","","70581",""
"extrude","e-s-/-d","xd","","70582",""
"exuberancy","e-s2-e-u-b","xub","","70583",""
"eye ","i","i","","70584",""
"eyelet","i-l-e","ile","","70585",""
"facet","f-a-s2-e-t","faset","","70586",""
"facial ","f-a-sh","faz","","70587",""
"facullty","f-a-k-/-l","fakl","","70588",""
"facultative","f-a-k-l-/-v","faklv","","70589",""
"faster than","f-a-s2-t-e-n","fasten","","70590",""
"father-in-law","f-a-th2-l-o","fahlo","","70591",""
"federal ","f-e-d","fed","","70592",""
"Federal employee","f-m-p-e","fmpe","","70593",""
"Federal Government","f-g-v","fgv","","70594",""
"Federal Reserve Bank","fr-b","frb","","70595",""
"Federal Reserve Board","fr-<-b","frb","","70596",""
"Federated Malay States","f-m-<-s","fms","","70597",""
"felicitate","f-e-l-e-s2-t-a","felesta","","70598",""
"femur","f-e-m-u-r","femur","","70599",""
"ferial","f-e-r-l","ferl","","70600",""
"ferrule","f-e-r-l","ferl","","70601",""
"fervent","f-e-v-nt","fevnt","","70602",""
"few days","f-d-a-s","fdas","","70603",""
"few minutes","f-mn-e-t-s","fmnets","","70604",""
"few moments","f-mn-s","fmns","","70605",""
"few moments ago","f-mn-s2-g","fmnsg","","70606",""
"few months","f-mn-th-s","fmnhs","","70607",""
"few weeks","f-k-s","fks","","70608",""
"few years ago","fr-g","frg","","70609",""
"-fication","/-f","f","","70610",""
"fiduciary","f-e-d-sh-r-e","fedzre","","70611",""
