"ballistics","b-a-l-/-s2-t-s","","","70174",""
"baluster","b-a-l-u-s2-t-e2","","","70175",""
"bandoleer","b-a-nt-l-e-r","","","70176",""
"bankruptcy ","b-s-e","","","70177",""
"barbican","b-a-r-b-k-a-n","","","70178",""
"bargain ","b-g-n","","","70179",""
"barratry","b-a-r-a-t-r-e","","","70180",""
"basketball","b-a-s2-k-e-t-b-o-l","","","70181",""
"be sure","b-sh","","","70182",""
"bear in mind","b-a2-m-i","","","70183",""
"because of the fact that","k-s2-f-th-a","","","70184",""
"before and after","b-f-a-f-t","","","70185",""
"beige","b-a-sh","","","70186",""
"being able","b-a-\-h","","","70187",""
"believable","b-e-b","","","70188",""
"belligerence","b-e-l-e-j","","","70189",""
"belove","b-l-v","","","70190",""
"better than","b-t-e-n","","","70191",""
"biannual","b-a-n-l","","","70192",""
"bicarbonate","b-k-r-b-n-a-t","","","70193",""
"bichloride","b-k-l-o-r-i","","","70194",""
"biggest","b-g-e-s","","","70195",""
"bilingual","b-l-e-ng-l","","","70196",""
"-bility","/-b","","","70197",""
"bill of exchange","b-l-e-s-ch","","","70198",""
"bill of sale","b-l-s-a","","","70199",""
"billboard","b-l-b-o-d","","","70200",""
"billed","b-l-/-t","","","70201",""
"billhead","b-l-^-h-\-e-d","","","70202",""
"binocular","b-n-o-k","","","70203",""
"bisect","b-s2-e-k","","","70204",""
"board ","b-o-r","","","70205",""
"board of directors","b-<-d-r-s","","","70206",""
"booklets","b-k-l-es","","","70207",""
"boracic","b-o-r-a-s2-k","","","70208",""
"borne in mind","b-o-m-i","","","70209",""
"bothersome","b-o-th-s2-m","","","70210",""
"British Columbia","b-s-e","","","70211",""
"brother-in-law","b-r-u-th-l-o","","","70212",""
"brought up","b-r-o-t-p","","","70213",""
"Bucharest","b-k-r-e-s","","","70214",""
"Bueno Aires","b-i-r-e-s","","","70215",""
"bunion","b-n-u-n","","","70216",""
"bureaucrat","b-u-/-a-t","","","70217",""
"burglarious","b-e-r-g-l-a-r","","","70218",""
"by express","b-e-s-p-r","","","70219",""
"by means of which","b-mn-s-ch","","","70220",""
"by reaon of the","b-r-s2-th","","","70221",""
"by reason of my","b-r-s2-m-a","","","70222",""
"by reason of that","b-r-s2-th-a","","","70223",""
"by reason of their","b-r-s2-th2","","","70224",""
"by the","b-th","","","70225",""
"by the way","b-u-a","","","70226",""
"by-law","b-l-o","","","70227",""
"byway","b-u-a","","","70228",""
"C.O.D.","k-<-o-d","","","70229",""
"caduceus","k-a-d-u-ss","","","70230",""
"calculable","k-a-l-b","","","70231",""
"Calgary","k-a-l-g","","","70232",""
"calisthenics","k-a-l-e-s2-th-e-n","","","70233",""
"call ","k-o-l","","","70234",""
"call your attention to the fact","k-u-tn-sh-f","","","70235",""
"callosity","k-a-l-/-s","","","70236",""
"calorie","k-a-l-r-e","","","70237",""
"Campeche","k-a-m-p-e-ch","","","70238",""
"can be","k-b","","","70239",""
"can be done","k-b-tn","","","70240",""
"can have","k-v","","","70241",""
"candelabrum","k-d-l-a-b","","","70242",""
"cannery","k-a-n-e2-e2","","","70243",""
"cantaloupe","k-t-l-u-p","","","70244",""
"cantilever","k-t-e-l-e-v","","","70245",""
"capillarity","k-a-p-/-l","","","70246",""
"carbohydrate","k-r-b-i-d-r-a","","","70247",""
"carborundum","k-r-b-r-nt","","","70248",""
"carburetor","k-r-b-r-e2-t-e2","","","70249",""
"carcinoma","k-r-s2-e-n-o-m-a","","","70250",""
"carload","k-r-l-o-d","","","70251",""
"carom","k-a-r-m","","","70252",""
"carry on","k-ia-n","","","70253",""
"carry out","k-a-e-t","","","70254",""
"cartouche","k-a2-t-sh","","","70255",""
"caryatid","k-a-r-ea-td","","","70256",""
"castigate","k-a-s2-t-e-g","","","70257",""
"catalepsy","k-a-t-l-e-p-s-e","","","70258",""
"catalysis","k-a-t-l-ss","","","70259",""
"catamount","k-a-t-mn-t","","","70260",""
"catenary","k-a-tn-r-e","","","70261",""
"caveat emptor","k-<-mt","","","70262",""
"cedilla","s2-e-d-e-l-a","","","70263",""
"celebrate","s-e-l-e-b","","","70264",""
"cenotaph","s2-e-n-o-t-a-f","","","70265",""
"centi-","s2-e-n","","","70266",""
"Central America","s2-n-/-a-m","","","70267",""
"central division","s2-n-/-df","","","70268",""
"cerebellum","s-e-r-b-l-m","","","70269",""
"cerement","s-e-r-e-mn-t","","","70270",""
"certiorari","s2-e-s2-o-r-a-r-i","","","70271",""
"chamber of commerce","ch-<-k","","","70272",""
"chassis","sh-a-s-e","","","70273",""
"cheerless ","ch-e-r-l","","","70274",""
"chief clerk","ch-k-l-r","","","70275",""
"chief counsel","ch-k-s-e-l","","","70276",""
"chief draftsman","ch-d-r-f-s22-m-a-n","","","70277",""
"chief engineer","ch-n-j-e","","","70278",""
"chlorate","k-l-o-r-a","","","70279",""
"chromium","k-r-o-m-e-m","","","70280",""
"chrysanthemum","k-r-e-s2-n-th-e-mn","","","70281",""
"cicatrix","s2-e-k-t-r-e-x","","","70282",""
"cincture","s2-e-nk-t-r","","","70283",""
"cinematograph","s2-e-n-e-m-a-t-/-o","","","70284",""
"cinquefoil","s2-e-nk-f-o-e-l","","","70285",""
"circulatory","s2-/-l-a-/-r-e","","","70286",""
"citizenry","s2-e-t-s-r-e","","","70287",""
"citric","s2-e-t-r-k","","","70288",""
"-city","/-s","","","70289",""
"civil engineer","s2-n-j-e2","","","70290",""
"Civil Service","s-s","","","70291",""
"claim agent","k-/-a","","","70292",""
"claims ","k-l-a-s","","","70293",""
"-cle","/-k","","","70294",""
"clearage","k-l-e-/-j","","","70295",""
"Clearfield","k-l-e-r-f","","","70296",""
"climactic","k-l-i-m-a-k","","","70297",""
"clinic","k-l-e-n-e-k","","","70298",""
"coagulate","k-a-g-/-u","","","70299",""
"Coahuila","k-o-e-l-a","","","70300",""
"cobble","k-o-b","","","70301",""
"coded","k-o-td","","","70302",""
"codefendant","k-o-df-t","","","70303",""
"codify","k-o-df","","","70304",""
"coeducation","k-o-e-d-u","","","70305",""
"coexecutor","k-o-e-s2-k-/-r","","","70306",""
"cogitate","k-o-j-t-a","","","70307",""
"coinsurance","k-o-n-sh","","","70308",""
"collaborate","k-o-l-a-b-r-a","","","70309",""
"collate","k-o-l-a","","","70310",""
"collide","k-o-l-i","","","70311",""
"collodion","k-o-l-o-tn","","","70312",""
"colloid","k-o-l-o-e","","","70313",""
"colophon","k-o-l-f-n","","","70314",""
"colossal","k-o-l-o-s","","","70315",""
"colporteur","k-o-l-p-o-t-e2","","","70316",""
"come up","k-m-p","","","70317",""
"comes up","k-m-s-/-p","","","70318",""
"commandeer","k-m-a-n-/-e-r","","","70319",""
"commiserate","k-m-s-e-r-a","","","70320",""
"commit ","k-e","","","70321",""
"common stock","k-s2-t-o-k","","","70322",""
"communicant","k-m-u-/-nt","","","70323",""
"community ","k-t-e","","","70324",""
"compensatory","k-s2-a-r-e","","","70325",""
"complin","k-p-l-e-n","","","70326",""
"composes","k-p-o-s","","","70327",""
"concatenate","k-k-a-tn-a-t","","","70328",""
"concurs","k-k-r-s","","","70329",""
"condititon","k-d-sh","","","70330",""
"condonation","k-d-o-n-sh","","","70331",""
"conferee","k-f-e-r-e","","","70332",""
"conjugate","k-j-u-g","","","70333",""
"connect","k-e-k","","","70334",""
"conscientious","k-sh-n-sh-u-s","","","70335",""
"consignee","k-s2-e-n-e","","","70336",""
"consignor","k-s2-e-n-r","","","70337",""
"constrict","k-s2-/-k","","","70338",""
"contestant","k-t-e-s-/-nt","","","70339",""
"contestation","k-t-e-s-sh","","","70340",""
"contort","k-t-o-t","","","70341",""
"contraption","k-/-p-sh","","","70342",""
"contused","k-t-e-u-/-t","","","70343",""
"convection","k-v-e-k-sh","","","70344",""
"convergent","k-v-e-jnt","","","70345",""
"conveyer","k-v-a-r","","","70346",""
"convoke","k-v-k","","","70347",""
"convolution","k-v-o-l-sh","","","70348",""
"copartnership","k-o-p-t-n-e-/-sh","","","70349",""
"cordially yours","k-u","","","70350",""
"corpuscle","k-r-p-u-s-l","","","70351",""
"correlate","k-o-r-e-l-a","","","70352",""
"corrode","k-r-o-d","","","70353",""
"corrugate","k-o-r-u-g","","","70354",""
"cortex","k-o-t-e-x","","","70355",""
"corundum","k-o-r-nt","","","70356",""
"coruscate","k-o-r-u-s2-k","","","70357",""
"coryza","k-o-r-i-s-a","","","70358",""
"cosiness","k-o-s2-e-n-e-s","","","70359",""
"Costa Rica","k-o-s-<-r","","","70360",""
"cotemporaneous","k-o-tm-p-r-a-n-u-s","","","70361",""
"could be done","k-d-b-tn","","","70362",""
"counterclaim","k-/-k-l-a-m","","","70363",""
"counterirritant","k-/-e2-t-nt","","","70364",""
"courtliness","k-o-t-e-n-e-s","","","70365",""
"credential","k-r-e-tn-sh","","","70366",""
"credit card","k-r-e-td-/-k","","","70367",""
"credit department","k-r-e-/-d","","","70368",""
"creosote","k-r-e-s2-o-t","","","70369",""
"cretin","k-r-e-tn","","","70370",""
"cretins","k-r-e-tn-s","","","70371",""
"cretonne","k-r-e-tn","","","70372",""
"crosier","k-r-o-sh-e2","","","70373",""
"cubic yard","k-a2-d","","","70374",""
"curricula","k-u-r-e-k-a","","","70375",""
"cursive","k-r-s2-v","","","70376",""
"cymbal","s2-e-m-b-l","","","70377",""
"cyst","ss2-t","","","70378",""
"cystoid","ss2-t-o-e","","","70379",""
"czarism","s-a-r-s2-m","","","70380",""
"dampener","d-a-m-p-n-e2","","","70381",""
"daughter-in-law","d-o-t-e-l-o","","","70382",""
"davit","d-a-v-t","","","70383",""
"day or two","d-a-t-u","","","70384",""
"day or two ago","d-a-t-u-g","","","70385",""
"days ago","d-a-s2-g","","","70386",""
"day's sight","d-a-s-i","","","70387",""
"de facto","df-a-k-t-o","","","70388",""
"de jure","d-<-j","","","70389",""
"deadeye","td-i","","","70390",""
"deadfall","td-f-o","","","70391",""
"deadliness","td-e-n-e-s","","","70392",""
"deal ","d-e-l","","","70393",""
"dear madam","d-m","","","70394",""
"dear Miss","tm-e-s","","","70395",""
"dear Mr.","tm-r","","","70396",""
"dear Ms. ","tm-s","","","70397",""
"dear sir","d-s","","","70398",""
"debacle","d-b-/-k","","","70399",""
"debate ","d-b-a","","","70400",""
"debenture","d-b-e-nt-r","","","70401",""
"debilitate","d-b-e-l-e-t-a","","","70402",""
"decadance","d-e-k-a-tn-s","","","70403",""
"decalcomania","d-e-k-a-l-k","","","70404",""
"decedent","d-s2-e-tn","","","70405",""
"deci-","d-e-s","","","70406",""
"defalcate","df-a-l-k","","","70407",""
"defect ","df-k","","","70408",""
"defeseless","df-e-n-s-l","","","70409",""
"deflate","df-l-a","","","70410",""
"dehydrate","d-i-d-r-a","","","70411",""
"deify","d-e-f","","","70412",""
"deism","d-e-s2-m","","","70413",""
"deist","d-e-s2-t","","","70414",""
"deject","d-j-k","","","70415",""
"deka-","d-e-k","","","70416",""
"deletion","d-l-e-sh","","","70417",""
"delicatessen","d-e-l-e-k-e-s2-n","","","70418",""
"demobilize","tm-o-b-l-i-s","","","70419",""
"democrat ","tm-r","","","70420",""
"demonitize","d-e-mn-e-t-i-s","","","70421",""
"demurrage","tm-u-r-j","","","70422",""
"denature","tn-a-t-r","","","70423",""
"denim","tn-e-m","","","70424",""
"dentistry","tn-t-e-s-r-e","","","70425",""
"Denver ","df","","","70426",""
"deodorize","d-o-d-e-r-i-s","","","70427",""
"Department of Agriculture","d-ya","","","70428",""
"deport","d-p-o-t","","","70429",""
"deposes","d-p-o-s","","","70430",""
"depressant","d-p-r-e-s2-nt","","","70431",""
"derogative","d-r-o-g-v","","","70432",""
"Des Moines","tm-o-e","","","70433",""
"detain","td-tn","","","70434",""
"devoid","df-o-e","","","70435",""
"diabetes","d-i-b-t-e-s","","","70436",""
"diacritical","d-i-k-r-/-y-a","","","70437",""
"diaeresis","d-i-r-ss","","","70438",""
"dictatorially","d-e-k-t-a-/-r-ye","","","70439",""
"did not","td-e-n","","","70440",""
"did you","td-u","","","70441",""
"dilapidate","d-e-l-a-p","","","70442",""
"dilution ","d-l-sh","","","70443",""
"dint ","tn-t","","","70444",""
"dipsomania","d-e-p-s2-o-mn-ea","","","70445",""
"director ","d-r","","","70446",""
"directorate","d-r-k-/-r-a","","","70447",""
"disallow","d-s-a-l","","","70448",""
"discolor","d-s2-k-u-l","","","70449",""
"disengagement","d-s2-n-g-a-m","","","70450",""
"disfeature","d-s2-f-e-t-r","","","70451",""
"disfranchise","d-s2-f-r-a-n-ch","","","70452",""
"dishabille","d-s-a-b-e-l","","","70453",""
"dishevel","d-sh-e-v","","","70454",""
"disincline","d-s-e-/-n","","","70455",""
"disinfectant","d-s2-n-f-e-k-nt","","","70456",""
"disjunctive","d-s-j-nk","","","70457",""
"dismantle","d-s2-mn-t-l","","","70458",""
"dispair","d-s-p-a-r","","","70459",""
"disputatious","d-s-p-u-sh-u-s","","","70460",""
"disrupt","d-s-r-p","","","70461",""
"dissidence","d-s2-e-tn-s","","","70462",""
"dissoluble","d-s2-o-l-b","","","70463",""
"distend","d-s2-tn-d","","","70464",""
"distension","d-s2-tn-sh","","","70465",""
"distrain","d-s-/-n","","","70466",""
"District of Columbia","d-s2-k-o-l","","","70467",""
"divagate","d-i-v-g","","","70468",""
"divert","df-e2-t","","","70469",""
"divisble","df-e-s-b","","","70470",""
"d-l-e-sh","d-e-l-sh","","","70471",""
"do you know","tn-o","","","70472",""
"do you know whether or not","tn-o-e-n","","","70473",""
"do you want","d-u-u-nt","","","70474",""
"doctorate","d-r-/-a-t","","","70475",""
"does not","d-u-s2-n","","","70476",""
"dollar and a half","d-o-/-f","","","70477",""
"dollar and a quarter","d-o-/-k","","","70478",""
"dollars and cents","d-o-/-s","","","70479",""
"domesticate","tm-/-s2-t-a","","","70480",""
"dormouse","d-o-m-a-u-s","","","70481",""
"doughy","d-o-e","","","70482",""
"drawee","d-r-o-e","","","70483",""
"dubiety","d-u-b-I","","","70484",""
"dutiable","td-e-b","","","70485",""
"eardrum","e2-d-r-m","","","70486",""
"eariness","e-s2-e-n-e-s","","","70487",""
"early reply","e-r-e-p","","","70488",""
"earmark","e2-m-a-r-k","","","70489",""
"eastbound","e-s-b","","","70490",""
"eastbound track","e-s-b-t","","","70491",""
"easterly direction","e-s-r-e-d","","","70492",""
"easterly side","e-s-r-e-s","","","70493",""
"eastern division","e-s2-df","","","70494",""
"eczema","e-s2-e-m-a","","","70495",""
"-ed","/-t","","","70496",""
"eek","e-k","","","70497",""
"effervesce","e-f-e-v-e-s","","","70498",""
"efflorescent","e-f-l-r-e-s2-nt","","","70499",""
"-egraph","^-e","","","70500",""
"-egraphy","^-ye","","","70501",""
"either side","e-th2-s","","","70502",""
"El Paso","e-l-p-a-s","","","70503",""
"elasicity","e-l-a-s-/-s","","","70504",""
"election ","e-l-sh","","","70505",""
"electr-","e-l-/","","","70506",""
"electrical engineer","e2-l-/-n-j-e2","","","70507",""
"electrification","e-l-/-f","","","70508",""
"electrify","e-l-/-f","","","70509",""
"electrolier","e-l-/-l-e-r","","","70510",""
"electromagnet","e-l-m-/-t","","","70511",""
"electron","e-l-/-n","","","70512",""
"eleemosynary","e-l-e-m-o-s","","","70513",""
"ellipsoid","e-l-e-p-s2-o-e","","","70514",""
"elusion","e-l-sh","","","70515",""
"emboss","m-b-o-s","","","70516",""
"emeritus","e-m-e2-t-u-s","","","70517",""
"emollient","e-m-o-l-e-nt","","","70518",""
"empiric","m-p-e-r-k","","","70519",""
"employ ","m-p","","","70520",""
"emulsify","e-m-u-l-s2-f","","","70521",""
"encomiastic","n-k-o-m-/-s2-t","","","70522",""
"encyclical","n-s2-i-k-l-/-k","","","70523",""
"enfranchise","n-f-r-a-n-ch","","","70524",""
"engineer of construction","n-j-e2-/-k-s-/-k-sh","","","70525",""
"enrollment","n-r-o-l-m","","","70526",""
"ensconce","n-s2-k-n-s","","","70527",""
"ensilage","n-s-e-l-j","","","70528",""
"enter-","n-/","","","70529",""
"entomology","n-tm-/-o2","","","70530",""
"entr-","n-/","","","70531",""
"enunciate","e-n-u-n-s-ea","","","70532",""
"epaulette","e-p-o-l-e-t","","","70533",""
"epical","e-p-/-k","","","70534",""
"epidermic","e-p-d-e-m-e-k","","","70535",""
"epithelium","e-p-th-e2-l-m","","","70536",""
"epitomize","e-p-tm-i-s","","","70537",""
"epochal","e-p-/-k","","","70538",""
"equability","e-k-/-b","","","70539",""
"equiangular","e-k-w-ea-ng-u","","","70540",""
"equivocate","e-k-w-e-v-k","","","70541",""
"erasable","e-r-a-s-b","","","70542",""
"erectile","e-r-e-k-t-l","","","70543",""
"erectility","e-r-e-k-/-l","","","70544",""
"erratum","e-r-a-tm","","","70545",""
"erupt","e-r-p","","","70546",""
"escheat","e-s-ch-e-t","","","70547",""
"-est","/-st","","","70548",""
"establish ","e-s2-t","","","70549",""
"estoppel","e-s2-t-p-l","","","70550",""
"et al.","e-t-a-l","","","70551",""
"etc.","e-t-s","","","70552",""
"etch","e-ch","","","70553",""
"ethyl","e-th2","","","70554",""
"evaluate","e-v-l-e-u-t","","","70555",""
"even though","e-v-n-o","","","70556",""
"every ","e-v","","","70557",""
"evict","e-v-e-k","","","70558",""
"evocation","e-v-k-a-sh","","","70559",""
"evolvutionist","e-v-o-l-sh-e-s","","","70560",""
"ex officio","e-s2-o-f-e-s2-o","","","70561",""
"ex post facto","e-s-p-/-f","","","70562",""
"exacerbation","e-s2s-r-b-a-sh","","","70563",""
"excision","e-s-e-sh","","","70564",""
"exclude","e-s-/-d","","","70565",""
"excruciate","e-s2-k-r-sh-ea-t","","","70566",""
"executant","e-s2-k-nt","","","70567",""
"exequatur","e-s2-e-k-w-a-t-e2","","","70568",""
"exhilarate","e-s-e-l-r-a","","","70569",""
"exiguous","e-s2-e-g","","","70570",""
"exoteric","e2s2-o-t-r-k","","","70571",""
"expatriate","e-s-p-t-r-ea-t","","","70572",""
"expo","e-s-p-o","","","70573",""
"exponential","e-s-p-o-n-sh","","","70574",""
"expositor","e-s-p-o-s-/-r","","","70575",""
"expropriate","e-s-p-r-p-r-ea-t","","","70576",""
"expulsive","e-s-p-l-s2-v","","","70577",""
"expunge","e-s-p-n-j","","","70578",""
"expurgate","e-s-p-r-g","","","70579",""
"extant ","e-s2-tn-t","","","70580",""
"extradite","e-s-/-d-i","","","70581",""
"extrude","e-s-/-d","","","70582",""
"exuberancy","e-s2-e-u-b","","","70583",""
"eye ","i","","","70584",""
"eyelet","i-l-e","","","70585",""
"facet","f-a-s2-e-t","","","70586",""
"facial ","f-a-sh","","","70587",""
"facullty","f-a-k-/-l","","","70588",""
"facultative","f-a-k-l-/-v","","","70589",""
"faster than","f-a-s2-t-e-n","","","70590",""
"father-in-law","f-a-th2-l-o","","","70591",""
"federal ","f-e-d","","","70592",""
"Federal employee","f-m-p-e","","","70593",""
"Federal Government","f-g-v","","","70594",""
"Federal Reserve Bank","f-r-b","","","70595",""
"Federal Reserve Board","f-r-<-b","","","70596",""
"Federated Malay States","f-m-<-s","","","70597",""
"felicitate","f-e-l-e-s2-t-a","","","70598",""
"femur","f-e-m-u-r","","","70599",""
"ferial","f-e-r-l","","","70600",""
"ferrule","f-e-r-l","","","70601",""
"fervent","f-e-v-nt","","","70602",""
"few days","f-d-a-s","","","70603",""
"few minutes","f-mn-e-t-s","","","70604",""
"few moments","f-mn-s","","","70605",""
"few moments ago","f-mn-s2-g","","","70606",""
"few months","f-mn-th-s","","","70607",""
"few weeks","f-k-s","","","70608",""
"few years ago","f-r-g","","","70609",""
"-fication","/-f","","","70610",""
"fiduciary","f-e-d-sh-r-e","","","70611",""
"figured","f-e-g-r-/-t","","","70612",""
"first class","f-e-s2-k","","","70613",""
"first class condition","f-e-s2-k-k-d-sh","","","70614",""
"first class manner","f-e-s2-k-mn-e2","","","70615",""
"fission","f-e-sh","","","70616",""
"flagrance","f-l-a-g","","","70617",""
"flatiron","f-l-a-t-i-r-n","","","70618",""
"flexure","f-l-e-x-r","","","70619",""
"fluorine","f-l-r-e-n","","","70620",""
"flywheel","f-l-w-ia-l","","","70621",""
"folder","f-o-ld-r","","","70622",""
"foot ","f","","","70623",""
"for a certain time","f-s22-e-tn-tm","","","70624",""
"for a day or two","f-d-a-t-u","","","70625",""
"for a long time","f-l-ng-tm","","","70626",""
"for a number of years","f-n-u-m-e-r-s","","","70627",""
"for example","f-e-s2-a-m","","","70628",""
"for him","f-e-m","","","70629",""
"for instance","f-n-s","","","70630",""
"for the","f-th","","","70631",""
"for the purpose","f-th-p","","","70632",""
"for the time being","f-tm-b","","","70633",""
"for us","f-u-s","","","70634",""
"for you","f-u","","","70635",""
"for your convenience","f-u-k-v","","","70636",""
"forebear","f-b-a-r","","","70637",""
"forename","f-n-a","","","70638",""
"forgivable","f-g-e-/-b","","","70639",""
"formaldehyde","f-m-a-l","","","70640",""
"free of charge","f-r-e-ch-j","","","70641",""
"free on board","f-o-b","","","70642",""
"freight agent","f-/-a","","","70643",""
"freight auditor","f-/-o","","","70644",""
"freight car","f-k-r","","","70645",""
"freight claim agent","f-k-/-a","","","70646",""
"freight claim auditor","f-k-/-o","","","70647",""
"freight engineer","f-n-j-e2","","","70648",""
"freighter","f-r-a-/-r","","","70649",""
"frenetic","f-r-e-n-/-a","","","70650",""
"fretwork","f-r-e-t-r-k","","","70651",""
"frightended","f-r-i-nt","","","70652",""
"from the","f-m-th","","","70653",""
"from time to time","tm-tm","","","70654",""
"from you","f-m-u","","","70655",""
"Ft. Worth","f-t-u-th","","","70656",""
"fugacious","f-e-u-g-a-sh","","","70657",""
"fumigate","f-e-u-m-e-g","","","70658",""
"further than","f-th2-n","","","70659",""
"fuschia","f-e-u-sh-ea","","","70660",""
"fusibility","f-e-u-/-b","","","70661",""
"futurist","f-t-/-s2-t","","","70662",""
"gambit","g-a-m-b-t","","","70663",""
"ganglion","g-a-ng-l-e-n","","","70664",""
"gargoyle","g-a-g-o-e-l","","","70665",""
"garnishee","g-a-r-n-sh-e","","","70666",""
"gave us","g-a-s","","","70667",""
"gelatinoid","j-e-l-a-tn-o-e","","","70668",""
"general ","j-n","","","70669",""
"general auditor","j-/-o","","","70670",""
"general baggage agent","j-b-g-a","","","70671",""
"general claim auditor","j-k-/-o","","","70672",""
"general freight agent","j-f-a","","","70673",""
"general manager","j-<-m","","","70674",""
"general manager eastern lines","j-<-m-e-s-l","","","70675",""
"general manager western lines","j-<-m-u-e-s-l","","","70676",""
"general passenger agent","j-p-a","","","70677",""
"general purchasing agent","j-p-r-ch-/-a","","","70678",""
"general ticket agent","j-t-e-k-a","","","70679",""
"genuflect","j-e-n-f-l","","","70680",""
"geodetic","j-e-o-d-/-a","","","70681",""
"Georgia ","g-a","","","70682",""
"germicide","j-e2-m-s-I","","","70683",""
"gerundive","j-e-r-nt-v","","","70684",""
"gesso","j-e-s2-o","","","70685",""
"get up","g-e-t-p","","","70686",""
"give away","g-e-/-n","","","70687",""
"give us","g-e-s","","","70688",""
"given us","g-e-s","","","70689",""
"glad to hear from you","g-l-e-r-f-m-u","","","70690",""
"glad to see","g-l-s-e","","","70691",""
"gladiolus","g-l-a-d-i-l-u-s","","","70692",""
"glassful","g-l-a-s2-f","","","70693",""
"glazier","g-l-a-sh-e2","","","70694",""
"glob","g-l-o-b","","","70695",""
"glyph","g-l-e-f","","","70696",""
"gnomon","n-o-mn","","","70697",""
"gnostic","n-/-s2-t","","","70698",""
"gob","g-o-b","","","70699",""
"God ","g-o-d","","","70700",""
"good-bye","g-b-i","","","70701",""
"goodliness","g-/-e-n-e-s","","","70702",""
"Government of the United States","g-v-e-u-s","","","70703",""
"governness","g-v-e-s","","","70704",""
"-gram","/-g","","","70705",""
"Grand Haven","g-/-a-v-n","","","70706",""
"Grand Rapids","g-/-r-a-p","","","70707",""
"grandiloquence","g-/-e-l-o-k","","","70708",""
"granulate","g-r-a-n-/-u","","","70709",""
"gravamen","g-r-a-v-mn","","","70710",""
"Great Britain","g-<-b","","","70711",""
"Great Britain and Ireland","g-<-b-i","","","70712",""
"great deal","g-r-l","","","70713",""
"great pleasure","g-r-p","","","70714",""
"greater than","g-r-r-n","","","70715",""
"-grim","/-g","","","70716",""
"guarantor","g-a2-nt-r","","","70717",""
"Guatamala","g-a-tm","","","70718",""
"gubanatorial","g-b-n-a-t-r-l","","","70719",""
"Gudalajara","g-a-d-l","","","70720",""
"gunstock","g-n-s2-t-o","","","70721",""
"gusset","g-u-s2-e-t","","","70722",""
"gymnast","j-e-m-n-a-s","","","70723",""
"gyrate","j-i-r-a","","","70724",""
"habeas corpus","a-b-<-k","","","70725",""
"habituate","^-h-\-a-b-t-e-u-t","","","70726",""
"had been","a-d-b","","","70727",""
"hailstone","^-h-\-a-l-s2-t-o-n","","","70728",""
"Halloween","^-h-\-a-l-o-e-n","","","70729",""
"halogen","^-h-\-a-l-o-j","","","70730",""
"hand in hand","^-h-\-nt-nt","","","70731",""
"Hankow","^-h-\-a-nk","","","70732",""
"has been","a-s-b","","","70733",""
"has been done","a-s-b-tn","","","70734",""
"has done","a-s2-tn","","","70735",""
"hassock","^-h-\-a-s2-k","","","70736",""
"have been","v-b","","","70737",""
"have been able","v-b-a","","","70738",""
"have done","v-tn","","","70739",""
"Hawaii ","^-h-\-i","","","70740",""
"haycock","^-h-\-a-k-k","","","70741",""
"he always","e-l-s","","","70742",""
"he can","e-k","","","70743",""
"he can't","e-k-t","","","70744",""
"he did","e-td","","","70745",""
"he had","^-h-\-e-d","","","70746",""
"he has","i-s","","","70747",""
"he is","e-s","","","70748",""
"he is to be","e-s2-t-b","","","70749",""
"he must","e-m-s","","","70750",""
"he says","e2-ss","","","70751",""
"he was","e-o-s","","","70752",""
"he was not","e-o-s2-nt","","","70753",""
"he will","e-l","","","70754",""
"headwork","^-h-\-e-d-r-k","","","70755",""
"hecatomb","^-h-\-e-k-a-tm","","","70756",""
"hegira","^-h-\-e-j-e-r-a","","","70757",""
"hekto-","^-h-\-e-k","","","70758",""
"hematite","^-h-\-e-m-a-t-i","","","70759",""
"hepatica","^-h-\-e-p-t-e-k-a","","","70760",""
"heptangular","^-h-\-e-p-t-a-ng-u","","","70761",""
"herbivorous","^-h-\-e-r-b-e-v","","","70762",""
"here and there","^-h-\-e-r-th2","","","70763",""
"hereby","^-h-\-e-r-b","","","70764",""
"heritability","^-h-\-e2-t-/-b","","","70765",""
"heritable","^-h-\-e2-t-b","","","70766",""
"hesitance","^-h-\-e-s2-tn-s","","","70767",""
"hexangular","^-h-\-e-s2-a-ng-u","","","70768",""
"highborn","^-h-\-i-b-o-n","","","70769",""
"higher than","^-h-\-i-r-n","","","70770",""
"high-handed","^-h-\-i-^-h-\-nt-d","","","70771",""
"highway ","i2-n","","","70772",""
"his attention","s2-tn-sh","","","70773",""
"hoggish","^-h-\-o-g-sh","","","70774",""
"hogweed","^-h-\-o-g-w-e-d","","","70775",""
"homologous","^-h-\-o-m-o-l-g","","","70776",""
"homonym","^-h-\-o-mn-e-m","","","70777",""
"homunculus","^-h-\-o-m-nk","","","70778",""
"honorarium","o-n-e-r-r-m","","","70779",""
"-hood","/-d","","","70780",""
"hookworm","^-h-\-u-k-u-u-m","","","70781",""
"hope to hear from you","o-p-e-r-f-m-u","","","70782",""
"hope to receive","o-p-r-s-e","","","70783",""
"horrify","^-h-\-o-r-f","","","70784",""
"horsehide","^-h-\-o-r-s2-i-d","","","70785",""
"horsepower","^-h-\-p","","","70786",""
"hortatory","^-h-\-o-t-a-t-r-e","","","70787",""
"House and Senate","u-s-s2-e-n","","","70788",""
"House committee","u-s2-k-e","","","70789",""
"House of Representatives","u-s-r","","","70790",""
"how many of them","a-u-mn-e-th-m","","","70791",""
"humidify","^-h-\-e-u-m-e-df","","","70792",""
